person ID,chinese name,hanyupinyin_ corrected,year of birth,year of death,出生地 (1st column is self-designated without referencing sources),,,birth - province,birth - level2,birth - level 3,birth - level 4,birth - level 5
C01246,林国治,lin guo zhi ,,,,,,福建,龙溪,,,
C01247,袁齐,yuan qi ,,,,,,广东,新会,,,
C01248,许福才,xu fu cai ,,,,,,广东,梅县,,,
C01249,杜南,du nan ,,,,,,广东,顺德,,,
C01250,梅子占,mei zi zhan ,,,,,,广东,台山,,,
C01251,陈承厅,chen cheng ting ,,,,,,福建,南安,,,
C01252,陶景华,tao jing hua ,,,,,,广东,南海,,,
C01253,严明,yan ming ,,,,,,,,,,
C01254,傅荣华,fu rong hua ,,,,,,福建,晋江,,,
C01255,孙崇瑜,sun chong yu ,,,,,,福建,闽侯,,,
C01256,转道师,zhuan dao shi ,,,,,,福建,晋江,,,
C01257,陈端麟,chen duan lin ,,,,,,福建,同安,,,
C01258,梁如九,liang ru jiu ,,,,,,广东,惠阳,,,
C01259,林如德,lin ru de ,,,,,,福建,海澄,,,
C01260,周晋才,zhou jin cai ,,,,,,福建,海澄,,,
C01261,许生理,xu sheng li ,1886,1967,,,,福建,惠安,,,
C01262,吕毓甫,lu yu fu ,,,,,,福建,同安,,,
C01263,林承益,lin cheng yi ,,,,,,福建,同安,,,
C01264,胡先情,hu xian qing ,,,,,,福建,同安,,,
C01265,何汉英,he han ying ,,,新加坡,,,广东,三水,,,
C01266,蔡水拱,cai shui gong ,,,,,,福建,海澄,,,
C01267,蔡有成,cai you cheng ,,,,,,福建,海澄,,,
C01268,谢聚会,xie ju hui ,,,,,,福建,海澄,,,
C01269,颜金叶,yan jin ye ,,,,,,福建,海澄,,,
C01270,周恭英,zhou gong ying ,,,,,,福建,海澄,,,
C01271,李振和,li zhen he ,1863,1939,马来西亚 ,槟城,,福建,海澄,,,
C01272,傅炎峰,fu yan feng ,,,,,,广东,湖阳,,,
C01273,林春水,lin chun shui ,,,,,,福建,金门,,,
C01274,李琅玕,li lang gan ,,,,,,福建,建阳,,,
C01275,林如瑞,lin ru rui ,,,暹属,勃燊埠,,福建,海澄,,,
C01276,黄学文,huang xue wen ,,,,,,福建,同安,,,
C01277,黎健行,li jian hang ,,,,,,广东,三水,丰平乡,,
C01278,林有祥,lin you xiang ,,,,,,福建,海澄,,,
C01279,钟乐臣,zhong le chen ,1888,1930,马来西亚 ,槟城,,广东,大埔,,,
C01280,熊玉珊,xiong yu shan ,,,,,,广东,梅县,,,
C01281,余志堂,yu zhi tang ,,,,,,福建,建阳,,,
C01282,李茂海,li mao hai ,,,,,,福建,南安,,,
C01283,黄鹤汀,huang he ting ,,,,,,福建,闽侯,,,
C01284,陈国梁,chen guo liang ,,,,,,福建,莆田,,,
C01285,黄维德,huang wei de ,,,,,,福建,鹭江,,,
C01286,张显宸,zhang xian chen ,,,,,,广东,顺德,,,
C01287,杨章成,yang zhang cheng ,,,,,,福建,海澄,,,
C01288,刘一忠,liu yi zhong ,1887,,,,,福建,闽清,,,
C01289,陆德润,lu de run ,,,,,,广东,新会,,,
C01290,林福全,lin fu quan ,,,,,,福建,海澄,,,
C01291,潘奕源,pan yi yuan ,,,,,,福建,永春,,,
C01292,张东华,zhang dong hua ,,,,,,广东,茶阳,,,
C01293,吴凤书,wu feng shu ,,,,,,福建,南安,,,
C01294,杨国梁,yang guo liang ,,,亚沙汉,,,福建,海澄,,,
C01295,黄兆伦,huang zhao lun ,,,,,,广东,台山,,,
C01296,陈武烈,chen wu lie ,,,星洲　,,,福建,海澄,,,
C01297,郑成快,zheng cheng kuai ,,,,,,福建,永春,,,
C01298,颜允文,yan yun wen ,,,,,,,,,,
C01299,符叙馨,fu xu xin ,,,,,,广东,文昌,,,
C01300,张北胜,zhang bei sheng ,,,,,,广东,恩平,,,
C01301,张鹤亭,zhang he ting ,,,,,,广东,海阳,,,
C01302,妙莲法师,miao lian fa shi ,,,,,,福建,归化,,,
C01303,李元春,li yuan chun ,,,,,,福建,永春,,,
C01304,林妙琼,lin miao qiong ,,,,,,福建,海澄,,,
C01305,庄锦,zhuang jin ,,,,,,广东,新会,,,
C01306,苏英会,su ying hui ,,,,,,福建,安溪,,,
C01307,卢炳薰,lu bing xun ,,,,,,广东,梅县,,,
C01308,陈良知,chen liang zhi ,,,,,,福建,古田,,,
C01309,陈承芳,chen cheng fang ,,,,,,福建,闽侯,,,
C01310,孙辉焕,sun hui huan ,,,,,,福建,永春,,,
C01311,林持纲,lin chi gang ,,,,,,福建,闽侯,,,
C01312,陈有才,chen you cai ,,,,,,福建,思明,,,
C01313,萧官姐,xiao guan jie ,,,,,,广东,归善,,,
C01314,杨子岁,yang zi sui ,,,,,,,,,,
C01315,赖金章,lai jin zhang ,,,,,,广东,惠州,,,
C01316,陈瑞梗,chen rui geng ,,,,,,福建,思明,,,
C01317,曾国华,ceng guo hua ,,,,,,福建,永定,,,
C01318,林锦麟,lin jin lin ,,,,,,福建,海澄,,,
C01319,詹渊泉,zhan yuan quan ,,,,,,名渊,泉,,,
C01320,刘伯轩,liu bo xuan ,,,,,,福建,闽侯,,,
C01321,杨锦泉,yang jin quan ,,,,,,广东,揭阳,,,
C01322,本忠法师,ben zhong fa shi ,,,,,,福建,南平,,,
C01323,法空法师,fa kong fa shi ,,,,,,,,,,
C01324,马阴洪,ma yin hong ,,,,,,广东,香山,,,
C01325,郭春秧,guo chun yang ,,,,,,福建,同安,,,
C01326,林振正,lin zhen zheng ,,,,,,福建,永春,,,
C01327,许天涯,xu tian ya ,,,,,,福建,南安,,,
C01328,林海端,lin hai duan ,,,,,,广东,高要,,,
C01329,蔡廷瑞,cai ting rui ,,,,,,广东,澄海,,,
C01330,丘国尔,qiu guo er ,,,,,,,,,,
C01331,林鸿兴,lin hong xing ,,,,,,广东,文昌,,,
C01332,张顺兰,zhang shun lan ,,,,,,福建,同安,,,
C01333,潘兆鹏,pan zhao peng ,,,,,,广东,潮安,,,
C01334,谢荣志,xie rong zhi ,,,,,,福建,惠安,,,
C01335,何子洲,he zi zhou ,,,,,,广东,南海,,,
C01336,苏法聿,su fa yu ,,,,,,福建,同安,,,
C01337,利宝钧,li bao jun1 ,,,,,,广东,新会,,,
C01338,广通师,guang tong shi ,,,,,,福建,闽侯,,,
C01339,李克成,li ke cheng ,,,,,,福建,闽侯,,,
C01340,郑云亭,zheng yun ting ,,,,,,,,,,
C01341,林江道,lin jiang dao ,,,,,,福建,龙溪,,,
C01342,黄展骥,huang zhan ji ,,,,,,福建,永春,,,
C01343,林有汜,lin you si ,,,,,,福建,海澄,,,
C01344,陈汉玉,chen han yu ,,,,,,福建,思明,,,
C01345,温庆标,wen qing biao ,,,,,,福建,海澄,,,
C01346,李启明,li qi ming ,,,,,,福建,同安,,,
C01347,王谟仁,wang mo ren ,,,,,,广东,文昌,,,
C01348,林瀚泉,lin han quan ,,,,,,广东,南海,,,
C01349,谢丕勇,xie pi yong ,,,,,,福建,海澄,,,
C01350,方伯钦,fang bo qin ,,,,,,广东,晋,,,
C01351,林家仰,lin jia yang ,,,,,,福建,古田,,,
C01352,林奇郎,lin qi lang ,,,,,,福建,侯官,,,
C01353,林锦存,lin jin cun ,,,,,,福建,海澄,,,
C01354,黄悦,huang yue ,,,,,,广东,普宁山,,,
C01355,谢伯渊,xie bo yuan ,,,,,,福建,长泰,,,
C01356,陈镜秋,chen jing qiu ,,,,,,广东,潮安,,,
C01357,蔡益恭,cai yi gong ,,,,,,福建,海澄,,,
C01358,刘金狮,liu jin shi ,,,,,,福建,同安,,,
C01359,谢纯和,xie chun he ,,,,,,福建,海澄,,,
C01360,许致云,xu zhi yun ,,,,,,福建,,,,
C01361,杨白兔,yang bai tu ,,,,,,福建,海澄,,,
C01362,张顺吉,zhang shun ji ,,,,,,福建,思明,,,
C01363,麦炳初,mai bing chu ,,,,,,广东,,,,
C01364,张炳发,zhang bing fa ,,,,,,福建,闽侯,,,
C01365,杨焜郡,yang kun jun4 ,,,,,,福建,晋江,,,
C01366,吴光枰,wu guang ping ,,,,,,福建,金门,,,
C01367,陈永瑞,chen yong rui ,,,,,,福建,同安,,,
C01368,丘成文,qiu cheng wen ,,,,,,,,,,
C01369,刘开展,liu kai zhan ,,,,,,广东,大埔,,,
C01370,刘开鼎,liu kai ding ,,,,,,广东,大埔,,,
C01371,林献赋,lin xian fu ,,,,,,福建,海澄,,,
C01372,徐石泉,xu shi quan ,,,,,,福建,思明,,,
C01373,温敏,wen min ,,,,,,广东,新会,,,
C01374,黄宝顺,huang bao shun ,,,,,,福建,龙溪,,,
C01375,陈金秧,chen jin yang ,,,,,,福建,同安,,,
C01376,林成辉,lin cheng hui ,1872,1943,,,,福建,海澄,,,
C01377,吴文同,wu wen tong ,,,,,,福建,海澄,,,
C01378,林大典,lin da dian ,,,,,,广东,潮阳,,,
C01379,黄仕元,huang shi yuan ,,,,,,广东,潮阳,,,
C01380,曹符广,cao fu guang ,,,,,,广东,台山,,,
C01381,何心田,he xin tian ,,,,,,广东,三水,,,
C01382,颜杰,yan jie ,,,,,,广东,台山,,,
C01383,马子臣,ma zi chen ,,,,,,广东,惠阳,,,
C01384,金玉山,jin yu shan ,,,,,,广东,乐县,,,
C01385,何汉彪,he han biao ,,,,,,广东,茶阳,,,
C01386,陈恳,chen ken ,,,,,,福建,同安,,,
C01387,黄无骄,huang wu jiao ,,,,,,广东,惠阳,,,
C01388,黄国安,huang guo an ,,,,,,华美乡,,,,
C01389,陈金成,chen jin cheng ,,,,,,福建,金门,,,
C01390,黄照才,huang zhao cai ,,,,,,广东,湖安,,,
C01391,罗玙瑞,luo yu rui ,,,,,,广东,大埔,,,
C01392,康天浮,kang tian fu ,,,,,,福建,恩明,,,
C01393,刘维明,liu wei ming ,,,,,,福建,晋江,,,
C01394,颜长春,yan zhang chun ,,,,,,福建,海澄,,,
C01395,叶诗六,ye shi liu ,,,,,,广东,梅县,,,
C01396,洪福彰,hong fu zhang ,,,,,,福建,海澄,,,
C01397,庄永亭,zhuang yong ting ,,,,,,福建,思明,,,
C01398,陈英陆,chen ying lu ,,,,,,福建,闽侯,,,
C01399,林照英,lin zhao ying ,,,,,,广东,琼州,文昌,,
C01400,杨毓坤,yang yu kun ,,,,,,广东,梅县,,,
C01401,林天奇,lin tian qi ,,,,,,福建,海澄,,,
C01402,郭福来,guo fu lai ,,,,,,福建,晋江,,,
C01403,康茂衡,kang mao heng ,,,,,,福建,闽侯,,,
C01404,陈立宜,chen li yi ,,,,,,福建,闽侯,,,
C01405,卓亚荣,zhuo ya rong ,,,,,,福建,南安,,,
C01406,叶汉臣,ye han chen ,,,,,,广东,梅县,,,
C01407,陈贤宜,chen xian yi ,,,,,,广东,台山,,,
C01408,刘幸,liu xing ,,,,,,福建,同安,,,
C01409,陈德喜,chen de xi ,,,,,,广东,文昌,,,
C01410,洪国轩,hong guo xuan ,,,,,,永春,昆仑山,,,
C01411,黄怡根,huang yi gen ,,,,,,福建,南安,,,
C01412,刘日三,liu ri san ,,,,,,广东,台山,,,
C01413,林景峰,lin jing feng ,,,,,,,,,,
C01414,刘承派,liu cheng pai ,,,,,,福建,厦门,,,
C01415,林鸿光,lin hong guang ,,,,,,福建,闽侯,,,
C01416,王礼委,wang li wei ,,,,,,福建,同安,,,
C01417,丘高升,qiu gao sheng ,,,,,,福建,海澄,,,
C01418,刘筑侯,liu zhu hou ,,,,,,福建,永春,,,
C01419,陈庆孙,chen qing sun ,,,,,,广东,东莞,,,
C01420,黄世杰,huang shi jie ,,,,,,广东,台山,,,
C01421,温宝生,wen bao sheng ,,,,,,广东,梅县,,,
C01422,潘正昌,pan zheng chang ,,,,,,广东,定安,,,
C01423,倪桂卿,ni gui qing ,,,,,,福建,闽侯,,,
C01424,李笃丽,li du li ,,,,,,福建,永春,,,
C01425,梁满,liang man ,,,,,,广东,新会,,,
C01426,吴六奇,wu liu qi ,,,,,,广东,湖安,,,
C01427,杜传铎,du chuan duo ,,,,,,广东,顺德,,,
C01428,陈起让,chen qi rang ,,,,,,广东,潮安,,,
C01429,郭大龙,guo da long ,,,,,,广东,琼州,,,
C01430,洪泽万,hong ze wan ,,,,,,,,,,
C01431,高远涂,gao yuan tu ,,,,,,福建,龙溪,,,
C01432,黄开景,huang kai jing ,,,,,,福建,晋江,,,
C01433,黄清淡,huang qing dan ,,,,,,福建,永春,,,
C01434,颜经文,yan jing wen ,,,,,,福建,永春,,,
C01435,伍白顺,wu bai shun ,,,,,,广东,新宁,,,
C01436,李嘉瑶,li jia yao ,,,,,,广东,茶阳,,,
C01437,叶乃取,ye nai qu ,,,,,,,,,,
C01438,李引口,li yin kou ,,,,,,福建,安县,,,
C01439,康希韩,kang xi han ,,,,,,福建,永安,,,
C01440,游德连,you de lian ,,,,,,福建,永安,,,
C01441,林有益,lin you yi ,,,,,,福建,德化,,,
C01442,林金奢,lin jin she ,,,,,,福建,同安,,,
C01443,林振成,lin zhen cheng ,,,,,,福建,同安,,,
C01444,颜耀薰,yan yao xun ,,,,,,福建,同安,,,
C01445,林义顺,lin yi shun ,,,,,,广东,澄海,,,
C01446,吕怡忠,lu yi zhong ,,,,,,福建,同安,,,
C01447,刘颂尧,liu song yao ,,,,,,广东,丰顺,,,
C01448,李丕树,li pi shu ,,,,,,福建,南安,,,
C01449,黎锦荣,li jin rong ,,,,,,广东,梅县,,,
C01450,郑玉指,zheng yu zhi ,,,,,,福建,永春,,,
C01451,游荣海,you rong hai ,,,,,,福建,永安,,,
C01452,卢文仪,lu wen yi ,,,,,,广东,陆丰,,,
C01453,周沙明,zhou sha ming ,,,,,,,,,,
C01454,杨彩霞,yang cai xia ,,,,,,福建,海澄,,,
C01455,林振河,lin zhen he ,,,,,,福建,侯县,,,
C01456,王振相,wang zhen xiang ,,,,,,福建,南安,,,
C01457,黄丕安,huang pi an ,,,,,,福建,同安,,,
C01458,朱保平,zhu bao ping ,,,,,,广东,紫金,,,
C01459,冯混宽,feng hun kuan ,,,,,,福建,永春,,,
C01460,颜维汉,yan wei han ,,,,,,福建,永春,,,
C01461,李銮钗,li luan chai ,,,,,,福建,古田,,,
C01462,陈其新,chen qi xin ,,,,,,广东,合浦,,,
C01463,王景成,wang jing cheng ,1898,1963,,,,福建,同安,,,
C01464,韩天爵,han tian jue ,,,,,,福建,闽侯,,,
C01465,叶乃从,ye nai cong ,,,,,,,,,,
C01466,陈序机,chen xu ji ,,,,,,广东,文昌,,,
C01467,王霆,wang ting ,,,,,,福建,晋江,,,
C01468,陈深炎,chen shen yan ,,,,,,福建,金门,,,
C01469,吴玉梨,wu yu li ,,,,,,广东,文昌,,,
C01470,林偶然,lin ou ran ,,,,,,福建,海澄,,,
C01471,杨振基,yang zhen ji ,,,,,,福建,海澄,,,
C01472,梁元藻,liang yuan zao ,,,,,,广东,,,,
C01473,丘章学,qiu zhang xue ,,,,,,福建,永春,,,
C01474,陈良南,chen liang nan ,,,,,,广东,香山,,,
C01475,陈缨练,chen ying lian ,,,,,,福建,永春,,,
C01476,林秀通,lin xiu tong ,,,,,,,,,,
C01477,颜月圆,yan yue yuan ,,,,,,福建,南安,,,
C01478,李彭龄,li peng ling ,,,,,,广东,东莞,,,
C01479,萧羽辉,xiao yu hui ,,,,,,广东,香山,,,
C01480,王秀岩,wang xiu yan ,,,,,,福建,闽侯,,,
C01481,林晋三,lin jin san ,,,,,,福建,海澄,,,
C01482,丘能言,qiu neng yan ,,,,,,福建,海澄,,,
C01483,林忠在,lin zhong zai ,,,,,,福建,同安,,,
C01484,古秀阶,gu xiu jie ,,,,,,广东,梅县,,,
C01485,林水配,lin shui pei ,,,,,,福建,同安,,,
C01486,沈鸿柏,shen hong bai ,,,,,,福建,泉郡,,,
C01487,谢钦锡,xie qin xi ,,,,,,,,,,
C01488,李源水,li yuan shui ,,,,,,福建,安溪,,,
C01489,万守枫,wan shou feng ,,,,,,福建,晋江,县恬洲,,
C01490,陈苍术,chen cang shu ,,,,,,福建,同安,,,
C01491,丘品三,qiu pin san ,,,,,,福建,晋江,,,
C01492,丘雪瓶,qiu xue ping ,,,,,,,,,,
C01493,高辉煌,gao hui huang ,,,,,,福建,崇安,,,
C01494,万荣源,wan rong yuan ,,,,,,福建,晋江,,,
C01495,梁友鸿,liang you hong ,,,,,,广东,台山,,,
C01496,何文拈,he wen nian ,,,,,,福建,思明,,,
C01497,卓兆薰,zhuo zhao xun ,,,,,,福建,同安,,,
C01498,姚仲璜,yao zhong huang ,,,,,,广东,东官,,,
C01499,黄岁九,huang sui jiu ,,,,,,福建,惠安,,,
C01500,蔡长守,cai zhang shou ,,,,,,福建,,,,
C01501,卜秀夫,bu xiu fu,,,,,,广东,梅县,,,
C01502,叶淘沙,ye tao sha ,,,,,,福建,南安,,,
C01503,许学宸,xu xue chen ,,,,,,广东,琼东,,,
C01504,薛兆裕,xue zhao yu ,,,,,,福建,永春,,,
C01505,谢乌梳,xie wu shu ,,,,,,,,,,
C01506,郑毅强,zheng yi qiang ,,,,,,广东,顺德,,,
C01507,郑文炳,zheng wen bing ,,,,,,福建,永春,,,
C01508,陈在贵,chen zai gui ,,,,,,福建,永春,,,
C01509,林文虎,lin wen hu ,1864,1934,,,,,,,,
C01510,张本棠,zhang ben tang ,,,,,,广东,东莞,,,
C01511,刘静山,liu jing shan ,,,,,,福建,安溪,,,
C01512,柯教诲,ke jiao hui ,,,,,,福建,同安,,,
C01513,陈志生,chen zhi sheng ,,,,,,琼州,文昌,,,
C01514,章文双,zhang wen shuang ,,,,,,福建,安溪,,,
C01515,刘应镝,liu ying di ,,,,,,福建,永春,,,
C01516,张兰芳,zhang lan fang ,,,,,,潮州,潮安,,,
C01517,游新瑞,you xin rui ,,,,,,广东,丰顺,,,
C01518,黄友翁,huang you weng ,,,,,,福建,永春,,,
C01519,谢文进,xie wen jin ,,,,,,,,,,
C01520,巫鹤平,wu he ping ,,,,,,广东,番禺,,,
C01521,刘学濂,liu xue lian ,,,,,,广东,新会,,,
C01522,林贻博,lin yi bo ,,,,,,,,,,
C01523,廖南亩,liao nan mu ,,,,,,广东,岭东,大埔,,
C01524,丘文绍,qiu wen shao ,,,,,,福建,海澄,,,
C01525,陶恩甫,tao en fu ,,,,,,广东,南海,,,
C01526,吴顺清,wu shun qing ,,,,,,福建,永定,,,
C01527,沈元甫,shen yuan fu ,,,,,,福建,诏安,,,
C01528,陈振打,chen zhen da ,,,,,,福建,闽江,,,
C01529,汤秀山,tang xiu shan ,,,,,,广东,南海,,,
C01530,吴永井,wu yong jing ,,,,,,福建,安二,八都,,
C01531,陈铤藩,chen ding fan ,,,,,,福建,福州,,,
C01532,杨碧达,yang bi da ,1872,1925,,,,福建,海澄,,,
C01533,孙仲铭,sun zhong ming ,,,,,,浙江,钱塘,,,
C01534,梁辉,liang hui ,,,,,,广东,梅县,,,
C01535,曹芝,cao zhi ,,,,,,,,,,
C01536,郑景贵,zheng jing gui ,1821,1901,,,,韶州,英德,,,
C01537,欧云樵,ou yun qiao ,,,,,,广东,惠阳,,,
C01538,戴芷汀,dai zhi ting ,,,,,,广东,大埔,,,
C01539,郑大平,zheng da ping ,1879,1932,,,,广东,增城,,,
C01540,陆运怀,lu yun huai ,,,,,,,,,,
C01541,陈懋阶,chen mao jie ,,,,,,广东,梅县,,,
C01542,欧阳云峰,ou yang yun feng ,,,,,,广东,顺德,,,
C01543,夏万秋,xia wan qiu ,,,,,,广东,梅县,,,
C01544,朱和畅,zhu he chang ,,,,,,广东,台山,,,
C01545,赵上瓒,zhao shang zan ,,,,,,福建,同安,,,
C01546,何应桓,he ying huan ,,,,,,广东,肇庆,,,
C01547,胡重益,hu zhong yi ,,,,,,福建,永定,,,
C01548,胡日初,hu ri chu ,,,,,,,,,,
C01549,戴子丹,dai zi dan ,,,,,,广东,大莆,,,
C01550,陈文山,chen wen shan ,,,,,,,,,,
C01551,郑锡宾,zheng xi bin ,,,,,,福建,南安,,,
C01552,曾杰,ceng jie ,,,,,,福建,平和,,,
C01553,黄养,huang yang ,,,,,,广东,定安,,,
C01554,林文对,lin wen dui ,,,,,,福建,海澄,,,
C01555,郑受炳,zheng shou bing ,,,,,,广东,文昌,,,
C01556,李群,li qun ,,,,,,广东,开平,,,
C01557,陈泽泼,chen ze po ,,,,,,福建,南安,,,
C01558,张韶光,zhang shao guang ,,,,,,广东,大埔,,,
C01559,叶祖那,ye zu na ,,,,,,福建,南安,,,
C01560,林光挺,lin guang ting ,,,,,,福建,永春,,,
C01561,李元亮,li yuan liang ,,,,,,,,,,
C01562,梁祥妙,liang xiang miao ,,,,,,福建,南安,,,
