person ID,chinese name,hanyupinyin_ corrected,year of birth,year of death,出生地 (1st column is self-designated without referencing sources),,,birth - province,birth - level2,birth - level 3,birth - level 4,birth - level 5
C01962,杨国深,yang guo shen ,,,,,,广东,惠州,,,
C01963,徐蔚洲,xu wei zhou ,,,,,,广东,蕉岭,,,
C01964,邓张保,deng zhang bao ,,,,,,广东,台山,,,
C01965,杜宝德,du bao de ,,,,,,福建,同安,,,
C01966,汤祥藩,tang xiang fan ,,,,,,福建,永春,,,
C01967,庄德昌,zhuang de chang ,,,,,,广东,文昌,,,
C01968,黄广荣,huang guang rong ,,,,,,广东,台山,,,
C01969,黄典礼,huang dian li ,,,,,,福建,永春,,,
C01970,吕俊典,lu jun4 dian ,,,,,,福建,同安,,,
C01971,林赐书,lin ci shu ,,,,,,福建,海澄,,,
C01972,简润泉,jian run quan ,,,,,,广东,番禺,,,
C01973,柯自定,ke zi ding ,,,,,,福建,金门,,,
C01974,傅福泰,fu fu tai ,,,,,,福建,南安,,,
C01975,吴和卿,wu he qing ,,,,,,广东,琼东,,,
C01976,周英美,zhou ying mei ,,,,,,福建,永春,,,
C01977,郭清泉,guo qing quan ,,,,,,福建,金门,,,
C01978,郭光平,guo guang ping ,,,,,,广东,潮阳,,,
C01979,谢文珠,xie wen zhu ,,,,,,福建,海澄,,,
C01980,张茂树,zhang mao shu ,,,,,,福建,泉州,,,
C01981,萧志来,xiao zhi lai ,,,,,,福建,晋江,,,
C01982,陈文泰,chen wen tai ,,,马来西亚,槟城,,福建,海澄 ,,,
C01983,陈期宰,chen qi zai ,,,,,,福建,金门,,,
C01984,何名钦,he ming qin ,,,,,,广东,文昌,,,
C01985,颜克明,yan ke ming ,,,,,,福建,海澄,,,
C01986,周章兴,zhou zhang xing ,,,,,,福建,同安,,,
C01987,丘庆福,qiu qing fu ,,,,,,福建,同安,,,
C01988,周士佛,zhou shi fo ,,,,,,福建,安溪,,,
C01989,张廷桂,zhang ting gui ,,,,,,广东,嘉应,,,
C01990,吴浩然,wu hao ran ,,,,,,福建,同安,,,
C01991,陈瑶顺,chen yao shun ,,,,,,福建,惠安,,,
C01992,蔡木豆,cai mu dou ,,,,,,福建,海澄,,,
C01993,陈贻俊,chen yi jun4 ,,,,,,福建,南安,,,
C01994,林立宗,lin li zong ,,,,,,福建,永春,,,
C01995,王康恩,wang kang en ,,,,,,福建,南安,,,
C01996,苏鸿财,su hong cai ,,,马来西亚,槟榔屿,,广东,肇庆,,,
C01997,张佐荣,zhang zuo rong ,,,,,,广东,绍兴,,,
C01998,傅芙蓉,fu fu rong ,,,,,,福建,泉南,,,
C01999,陈日墙,chen ri qiang ,,,,,,福建,永春,,,
C02000,黄竹三,huang zhu san ,,,,,,福建,同安,,,
C02001,汪贞,wang zhen ,,,,,,福建,同安,,,
C02002,陈其矸,chen qi gan ,,,,,,福建,同安,,,
C02003,王溪水,wang xi shui ,,,,,,福建,南安,,,
C02004,甄佑,zhen you ,,,,,,广东,肇府,,,
C02005,陈其位,chen qi wei ,,,荷兰,仙丹,,福建,同安,,,
C02006,李正派,li zheng pai ,,,缅甸,仰光,,福建,同安,,,
C02007,李天来,li tian lai ,,,,,,福建,晋江,,,
C02008,曾有美,ceng you mei ,,,,,,福建,思明,,,
C02009,陈海松,chen hai song ,,,,,,福建,金门,,,
C02010,黄作伴,huang zuo ban ,,,,,,广东,台山,,,
C02011,陈睿友,chen rui you ,,,,,,福建,金门,,,
C02012,黄福寿,huang fu shou ,,,,,,福建,海澄,,,
C02013,叶相美,ye xiang mei ,,,马来西亚,槟榔屿,,福建,诏安,,,
C02014,颜章受,yan zhang shou ,,,,,,福建,永春,,,
C02015,洪文良,hong wen liang ,,,,,,福建,同安,,,
C02016,林苍,lin cang ,,,,,,广东,新会,,,
C02017,罗兆鸿,luo zhao hong ,,,,,,广东,新会,,,
C02018,刘铭中,liu ming zhong ,,,,,,广东,兴宁,,,
C02019,谢万盛,xie wan sheng ,,,,,,广东,普宁,,,
C02020,陈瑞和,chen rui he ,,,,,,福建,永春,,,
C02021,叶玉桑,ye yu sang ,,,,,,福建,同安,,,
C02022,冯清缘,feng qing yuan ,,,新加坡,,,福建,漳州,,,
C02023,杨升科,yang sheng ke ,,,,,,福建,海澄,,,
C02024,林英勤,lin ying qin ,,,,,,福建,同安,,,
C02025,曾可立,ceng ke li ,,,,,,广东,东菀,,,
C02026,潘江汉,pan jiang han ,,,,,,广东,梅县,,,
C02027,叶有添,ye you tian ,,,,,,福建,同安,,,
C02028,吴如兰（少印）,wu ru lan （shao yin ）,,,,,,,,,,
C02029,李清(没印）,li qing (mei yin ）,,,,,,,,,,
C02030,苏妈英（没印）,su ma ying （mei yin ）,,,,,,,,,,
C02031,翁朝年（没印）,weng chao nian （mei yin ）,,,,,,,,,,
C02032,尹椿炎,yin chun yan ,,,,,,福建,龙严,,,
C02033,黄必趁,huang bi chen ,,,,,,,,,,
C02034,陆允升,lu yun sheng ,,,,,,广东,新会,,,
C02035,薛福明,xue fu ming ,,,马来西亚,槟榔屿,,福建,思明,,,
C02036,林淑恭,lin shu gong ,,,,,,福建,同安,,,
C02037,何棋玉,he qi yu ,,,,,,广东,南海,,,
C02038,张文流,zhang wen liu ,,,,,,福建,同安,,,
C02039,黄云沛,huang yun pei ,,,,,,福建,同安,,,
C02040,李谨初,li jin chu ,,,,,,广东,梅县,,,
C02041,詹经,zhan jing ,,,,,,广东,文昌,,,
C02042,陈炳礼,chen bing li ,,,,,,广东,潮州,,,
C02043,陈如盛,chen ru sheng ,,,,,,广东,文昌,,,
C02044,林采任,lin cai ren ,,,,,,福建,永春,,,
C02045,杨廉溪,yang lian xi ,,,,,,福建,永春,,,
C02046,白玉堂,bai yu tang ,,,,,,福建,思明,,,
C02047,王文水,wang wen shui ,,,新加坡,,,福建,漳浦,,,
C02048,何怀清,he huai qing ,,,,,,福建,思明,,,
C02049,梁日鋆,liang ri yun ,,,,,,广东,新会,,,
C02050,黄露昌,huang lu chang ,,,,,,广东,大埔,,,
C02051,郑卿显,zheng qing xian ,,,,,,福建,永春,,,
C02052,李文旺,li wen wang ,,,,,,福建,海澄,,,
C02053,许耀宗,xu yao zong ,,,,,,福建,同安,,,
C02054,吴捷全,wu jie quan ,,,,,,广东,湖州,,,
C02055,苏双泮,su shuang pan ,,,,,,福建,海澄,,,
C02056,马茂如,ma mao ru ,,,,,,广东,潮洲,,,
C02057,许扶尧,xu fu yao ,,,,,,福建,金门,,,
C02058,卢成兴,lu cheng xing ,,,新加坡,,,广东,湖安,,,
C02059,彭雨三,peng yu san ,,,,,,福建,诏安,,,
C02060,杨开松,yang kai song ,,,新加坡,,,广东,海阳,,,
C02061,林雨之,lin yu zhi ,,,,,,广东,台山,,,
C02062,金焕娘,jin huan niang ,,,,,,广东,澄海,,,
C02063,李剑秋,li jian qiu ,,,,,,广东,湖安,,,
C02064,张佐廷,zhang zuo ting ,,,,,,广东,莞北,,,
C02065,林金沙（没印）,lin jin sha （mei yin ）,,,,,,,,,,
C02066,范仲卿（没印）,fan zhong qing （mei yin ）,,,,,,,,,,
C02067,谢晓昭,xie xiao zhao ,,,,,,广东,大埔,,,
C02068,罗善庆,luo shan qing ,,,,,,广东,博罗,,,
C02069,陈政开,chen zheng kai ,,,,,,福建,德化,,,
C02070,谢启遂,xie qi sui ,,,,,,广东,潮州,,,
C02071,林祈祝,lin qi zhu ,,,,,,福建,长泰,,,
C02072,陈宗孝,chen zong xiao ,,,,,,广东,琼山,,,
C02073,何君英,he jun1 ying ,,,,,,广东,开平,,,
C02074,陈德和,chen de he ,,,,,,福建,永春,,,
C02075,方玉田,fang yu tian ,,,,,,福建,南安,,,
C02076,高挺眼,gao ting yan ,,,,,,福建,同安,,,
C02077,戴恩谷,dai en gu ,,,,,,福建,南安,,,
C02078,田秋发,tian qiu fa ,,,,,,福建,东山,,,
C02079,林鹿沟,lin lu gou ,,,,,,福建,永春,,,
C02080,陈兆山,chen zhao shan ,,,,,,福建,永春,,,
C02081,朱成章,zhu cheng zhang ,,,,,,福建,诏安,,,
C02082,傅昭溪,fu zhao xi ,,,,,,福建,安溪,,,
C02083,王朝元,wang chao yuan ,,,,,,福建,南二十八都,,,
C02084,王文蚶,wang wen han ,,,,,,福建,惠安,,,
C02085,洪振川,hong zhen chuan ,,,,,,福建,惠安,,,
C02086,颜银祜,yan yin hu ,,,,,,福建,永春,,,
C02087,王纯智,wang chun zhi ,,,,,,福建,同安,,,
C02088,何希元,he xi yuan ,,,,,,广东,大埔,,,
C02089,曾益,ceng yi ,,,,,,广东,高州,,,
C02090,许华书,xu hua shu ,,,,,,福建,闽清,,,
C02091,骆泽荃,luo ze quan ,,,,,,福建,惠安,,,
C02092,胡天基,hu tian ji ,,,,,,福建,同安,,,
C02093,黄添福,huang tian fu ,,,新加坡,,,福建,同安,,,
C02094,禤树勋,xuan shu xun ,,,,,,广东,文昌,,,
C02095,林深泽,lin shen ze ,,,,,,福建,南安,,,
C02096,林淑全,lin shu quan ,,,,,,福建,安溪,,,
C02097,吴胜左,wu sheng zuo ,,,,,,广东,恩平,,,
C02098,凌奖,ling jiang ,,,,,,广东,番禺,,,
C02099,张茂檖,zhang mao sui ,,,,,,福建,晋江,,,
C02100,巫则深,wu ze shen ,,,,,,福建,南安,,,
C02101,吴序印,wu xu yin ,,,,,,福建,泉州,,,
C02102,方扶九,fang fu jiu ,,,,,,广东,惠来,,,
C02103,沈敬堂,shen jing tang ,,,,,,福建,铜山,,,
C02104,苏守厅,su shou ting ,,,,,,福建,同安,,,
C02105,陈春胜,chen chun sheng ,,,,,,广东,潮安,,,
C02106,王福来,wang fu lai ,,,,,,福建,惠安,,,
C02107,柯锡活,ke xi huo ,,,,,,福建,同安,,,
C02108,莫纶,mo lun ,,,,,,广东,恩平,,,
C02109,吴泗煌,wu si huang ,,,,,,福建,诏安,,,
C02110,雷亮荣,lei liang rong ,,,,,,闽南,安坑,,,
C02111,戴匍季,dai pu ji ,,,,,,福建,南安,,,
C02112,卓望馆,zhuo wang guan ,,,,,,闽南,安四,,,
C02113,庄取智,zhuang qu zhi ,,,,,,福建,同安,,,
C02114,陈赞成,chen zan cheng ,,,,,,福建,惠安,,,
C02115,张贻谋,zhang yi mou ,,,,,,福建,晋江,,,
C02116,黄安宗,huang an zong ,,,,,,生于,太平坡,,,
C02117,陈清贵,chen qing gui ,,,,,,福建,海澄,,,
C02118,卓亚文,zhuo ya wen ,,,,,,福建,南安,,,
C02119,吴锡照,wu xi zhao ,,,,,,广东,台山,,,
C02120,林乾增,lin qian zeng ,,,,,,福建,闽侯,,,
C02121,冯自衡,feng zi heng ,,,,,,广东,鹤山,,,
C02122,柯万一,ke wan yi ,,,,,,福建,同安,,,
C02123,翁碧斋,weng bi zhai ,,,,,,福建,龙严,,,
C02124,林妈宝,lin ma bao ,,,,,,福建,海澄,,,
C02125,陈俊德,chen jun4 de ,,,,,,福建,诏安,,,
C02126,林天赐,lin tian ci ,,,,,,广东,潮阳,,,
C02127,廖均,liao jun1 ,,,,,,广东,梅县,,,
C02128,陈才林,chen cai lin ,,,,,,广东,海澄,,,
C02129,康师光,kang shi guang ,,,,,,福建,闽侯,,,
C02130,黄朝廷,huang chao ting ,,,,,,福建,永春,,,
C02131,丘仁德,qiu ren de ,,,,,,福建,海澄,,,
C02132,张延木,zhang yan mu ,,,马来西亚,槟榔屿,,福建,同安,,,
C02133,何国基,he guo ji ,,,,,,广东,番禺,,,
C02134,涂渺沧,tu miao cang ,,,,,,福建,诏安,,,
C02135,王子珊,wang zi shan ,,,,,,福建,晋江,,,
C02136,林永招,lin yong zhao ,,,,,,福建,同安,,,
C02137,陈振忠,chen zhen zhong ,,,,,,福建,永春,,,
C02138,陈赏来,chen shang lai ,,,,,,福建,永春,,,
C02139,郭泰山,guo tai shan ,,,,,,福建,晋江,,,
C02140,林青田,lin qing tian ,,,,,,福建,同安,,,
C02141,郭可知,guo ke zhi ,,,,,,福建,福清,,,
C02142,吴礼庭,wu li ting ,,,,,,广东,大埔,,,
C02143,翁乾龙,weng qian long ,,,,,,福建,永定,,,
C02144,陈植庭,chen zhi ting ,,,,,,广东,远官,,,
C02145,丘耀周,qiu yao zhou ,,,,,,广东,大埔,,,
C02146,司徒旋,si tu xuan ,,,,,,广东,恩平,,,
C02147,曾卫民,ceng wei min ,,,,,,广东,菀土,,,
C02148,陈美锡,chen mei xi ,,,,,,广东,揭阳,,,
C02149,田重三,tian zhong san ,,,,,,福建,诏安,,,
C02150,黄衍榜,huang yan bang ,,,,,,福建,南安,,,
C02151,陈益吾,chen yi wu ,,,,,,广东,澄海,,,
C02152,朱德胜,zhu de sheng ,,,,,,广东,澄海,,,
C02153,陈明樟,chen ming zhang ,,,,,,福建,永春,,,
C02154,陈公纪,chen gong ji ,,,,,,广东,大埔,,,
C02155,柯文字,ke wen zi ,,,,,,福建,同安,,,
C02156,高铭任,gao ming ren ,,,,,,福建,安溪,,,
C02157,韩福隆,han fu long ,,,,,,福建,福清,,,
C02158,胡朝基,hu chao ji ,,,,,,闽惠,安林,,,
C02159,杨古杰,yang gu jie ,,,,,,福建,金门,,,
C02160,陈粪扫,chen fen sao ,,,,,,福建,安溪,,,
C02161,吴香乞,wu xiang qi ,,,,,,福建,平和,,,
C02162,梁金盏,liang jin zhan ,,,,,,福建,永春,,,
C02163,黄水豆,huang shui dou ,,,,,,福建,同安,,,
C02164,韩京彝,han jing yi ,,,,,,广东,文昌,,,
C02165,戴达三,dai da san ,,,,,,广东,大埔,,,
C02166,连乾元,lian qian yuan ,,,,,,福建,同安,,,
C02167,卢三宝,lu san bao ,,,,,,福建,思明,,,
C02168,刘治国,liu zhi guo ,,,,,,福建,安溪,,,
C02169,王长水,wang zhang shui ,1864,1950,,,,福建,同安,,,
C02170,甄宝臣,zhen bao chen ,,,,,,广东,新宁,,,
C02171,颜克兜,yan ke dou ,,,,,,福建,永春,,,
C02172,陈迎祥,chen ying xiang ,,,,,,广东,澄海,,,
C02173,郑尔龙,zheng er long ,,,,,,闽永,春东门,,,
C02174,陈石狮,chen shi shi ,,,马来西亚,槟城,,福建,海澄,,,
C02175,吕明湖,lu ming hu ,,,,,,,,,,
C02176,叶玉鲜,ye yu xian ,,,,,,福建,南安,,,
C02177,黄东升,huang dong sheng ,,,,,,福建,南安,,,
C02178,张厚情,zhang hou qing ,,,,,,福建,永春,,,
C02179,林佳道,lin jia dao ,,,,,,福建,海澄,,,
C02180,谢明章,xie ming zhang ,,,,,,福建,海澄,,,
C02181,黄则康,huang ze kang ,,,,,,福建,福清,,,
C02182,叶天来,ye tian lai ,,,,,,福建,思明,,,
C02183,陈庚辛,chen geng xin ,,,,,,福建,同安集美,,,
C02184,张流水,zhang liu shui ,,,,,,福建,同安,,,
C02185,李金转,li jin zhuan ,,,马来西亚,马六甲,,广东,新宁,,,
C02186,林夜甘,lin ye gan ,,,,,,福建,思明,,,
C02187,曾钟英,zeng zhong ying,,,,,,福建,德化,,,
C02188,曾春水,zeng chun shui,,,,,,福建,思明,,,
C02189,蔡抱汉,cai bao han ,,,,,,福建,同安,,,
C02190,郭燕声,guo yan sheng ,,,,,,福建,晋江,,,
C02191,黄光化,huang guang hua ,,,,,,福建,安溪,,,
C02192,潘进吉,pan jin ji ,,,,,,广东,湖安,,,
C02193,尤垂钞,you chui chao ,,,,,,福建,永春,,,
C02194,林采源,lin cai yuan ,,,,,,福建,永春,,,
C02195,许伯轩,xu bo xuan ,,,,,,广东,潮州,,,
C02196,陈惠民,chen hui min ,,,,,,福建,惠安,,,
C02197,饶少庚,rao shao geng ,,,,,,广东,大埔,,,
C02198,杜壬癸,du ren gui ,,,马来西亚, 槟城,,福建,同安  ,,,
C02199,叶勉,ye mian ,,,,,,福建,南安,,,
C02200,黄奕麟,huang yi lin ,,,,,,福建,晋江,,,
C02201,黄启章,huang qi zhang ,,,,,,福建,永春,,,
C02202,苏文岱,su wen dai ,,,,,,福建,同安,,,
C02203,潘世瑜,pan shi yu ,,,,,,福建,永春,,,
C02204,苏万泉,su wan quan ,,,印尼,苏门答腊,日里,福建,南安,,,
C02205,李国祯,li guo zhen ,,,,,,福建,永春,,,
C02206,温生财,wen sheng cai ,,,,,,广东,,,,
C02207,李孝章,li xiao zhang ,,,,,,福建,永春,,,
C02208,丘继笨,qiu ji ben ,,,,,,福建,海澄,,,
C02209,章存锯,zhang cun ju ,,,,,,福建,永春,,,
C02210,魏城垣,wei cheng yuan ,,,,,,龙岩,,,,
C02211,郭天麟,guo tian lin ,,,,,,福建,惠安,,,
C02212,黄振家,huang zhen jia ,,,,,,福建,永春,,,
C02213,吴平轩,wu ping xuan ,,,,,,广东,大埔,,,
C02214,吴福发,wu fu fa ,,,马来西亚,槟城,,福建,漳州,,,
C02215,叶德建,ye de jian ,,,,,,福建,思明,,,
C02216,姚金榜,yao jin bang ,,,,,,福建,甫田,,,
C02217,李俊贤,li jun4 xian ,,,,,,福建,永春,,,
C02218,罗元进,luo yuan jin ,,,,,,粤普,宁人,,,
C02219,蔡树廉,cai shu lian ,,,,,,福建,晋江,,,
C02220,谢丕郁,xie pi yu ,,,,,,福建,海澄,,,
C02221,林润秀,lin run xiu ,,,,,,广东,惠阳,,,
C02222,王赞华,wang zan hua ,,,,,,福建,,,,
C02223,李俊卿,li jun4 qing ,,,,,,福建,海澄,,,
C02224,何锡侯,he xi hou ,,,,,,福建,诏安,,,
C02225,林发成,lin fa cheng ,,,,,,福建,安溪,,,
C02226,彭泽文,peng ze wen ,,,,,,,,,,
C02227,许逸臣,xu yi chen ,,,,,,,,,,
C02228,谢子彬,xie zi bin ,,,,,,,,,,
C02229,林必焕,lin bi huan ,,,,,,福建,闽侯,,,
C02230,欧杨石,ou yang shi ,,,,,,福建,金门,,,
C02231,林地基,lin di ji ,,,,,,福建,同安,,,
C02232,陈民情,chen min qing ,,,,,,福建,思明,,,
C02233,王庶几,wang shu ji ,,,,,,福建,安溪,,,
C02234,卢得财,lu de cai ,,,,,,广东,潮阳,,,
C02235,洪允德,hong yun de ,,,,,,福建,同安,,,
C02236,陈仕达,chen shi da ,,,,,,福建,晋江,,,
C02237,陈三坦,chen san tan ,,,,,,福建,平和,,,
C02238,陈再兴,chen zai xing ,,,,,,福建,同安,,,
C02239,胡哇,hu wa ,,,,,,福建,安溪,,,
C02240,曾飞云,ceng fei yun ,,,,,,广东,台山,,,
C02241,郑惠章,zeng hui zhang,,,,,,福建,,,,
C02242,卢仁义,lu ren yi ,,,,,,福建,平和,,,
C02243,陈济士,chen ji shi ,,,,,,福建,南安,,,
C02244,陈祖金,chen zu jin ,,,,,,福建,永春,,,
C02245,洪宜传,hong yi chuan ,,,,,,福建,南安,,,
C02246,汪国商,wang guo shang ,,,中国,新洲,,福建,同安,,,
C02247,翁朴诚,weng pu cheng ,,,,,,福建,安溪,,,
C02248,叶金钟,ye jin zhong ,,,,,,福建,平和,,,
C02249,林箕送,lin ji song ,,,,,,闽南,安溪,,,
C02250,杨承免,yang cheng mian ,,,,,,福建,南安,,,
C02251,杨作义,yang zuo yi ,,,,,,广东,潮阳,,,
C02252,林忠猜,lin zhong cai ,,,,,,福建,南安,,,
C02253,郭云添,guo yun tian ,,,,,,福建,南安,,,
C02254,林彬卿,lin bin qing ,,,,,,福建,永春,,,
C02255,潘世庆,pan shi qing ,,,,,,福建,永春,,,
C02256,王福源,wang fu yuan ,,,,,,福建,,,,
C02257,梅鹿生,mei lu sheng ,,,,,,广东,台山,,,
C02258,黄醉生,huang zui sheng ,,,,,,福建,龙溪,,,
C02259,崔广秀,cui guang xiu ,,,,,,广东,清远,,,
C02260,李逸湖,li yi hu ,,,,,,广东,四会,,,
C02261,谢继祥,xie ji xiang ,,,,,,广东,高要,,,
C02262,吴希周,wu xi zhou ,,,,,,福建,建阳,,,
C02263,王振东,wang zhen dong ,,,,,,广东,梅县,,,
C02264,郑奕新,zheng yi xin ,,,,,,,,,,
C02265,黄贵有,huang gui you ,,,,,,广东,花县,,,
C02266,陈宝臣,chen bao chen ,,,越南,菩萨埠,,福建,思明,,,
C02267,张公达,zhang gong da ,,,印尼,日里,棉兰,广东,梅县,,,
C02268,许显耀,xu xian yao ,,,,,,福建,安溪,,,
C02269,刘霓生,liu ni sheng ,,,,,,福建,崇安,,,
C02270,潘汉伟,pan han wei ,,,,,,福建,,,,
C02271,庄福安,zhuang fu an ,,,,,,福建,惠安,,,
C02272,郑税,zheng shui ,,,,,,闽水,春籍,,,
C02273,杨雅言,yang ya yan ,,,南洋,,,福建,晋江,,,
C02274,陈清虎,chen qing hu ,,,马来西亚,槟榔屿,,福建,南安,,,
C02275,蔡良信,cai liang xin ,,,,,,广东,陆丰,,,
C02276,胡乃性,hu nai xing ,,,,,,福建,安溪,,,
C02277,谢世腾,xie shi teng ,,,,,,福建,安溪,,,
C02278,陈书把,chen shu ba ,,,,,,福建,金门,,,
C02279,黄杰,huang jie ,,,,,,福建,甫田,,,
C02280,胡文琼,hu wen qiong ,,,,,,福建,安溪,,,
C02281,林腾辉,lin teng hui ,,,,,,福建,安溪,,,
C02282,洪禄宽,hong lu kuan ,,,,,,福建,永春,,,
C02283,莫履清,mo lu qing ,,,,,,广东,乐会,,,
C02284,郑宝塔,zheng bao ta ,,,,,,福建,思明,,,
C02285,石诗贺,shi shi he ,,,,,,福建,南安,,,
C02286,林三及,lin san ji ,,,,,,福建,同安,,,
C02287,徐时忠,xu shi zhong ,,,,,,福建,海澄,,,
C02288,陈瑞钟,chen rui zhong ,,,,,,广东,香山,,,
C02289,周希尧,zhou xi yao ,,,,,,福建,晋江,,,
C02290,陈清源,chen qing yuan ,,,,,,福建,思明,,,
C02291,叶世昌,ye shi chang ,,,,,,福建,同安,,,
C02292,萧宗榖,xiao zong gu ,,,,,,福建,安溪,,,
C02293,郑石心,zheng shi xin ,,,,,,福建,同安,,,
C02294,陈贵钦,chen gui qin ,,,,,,广东,文昌,,,
C02295,林筱琴,lin xiao qin ,,,,,,福建,同安,,,
C02296,黄春建,huang chun jian ,,,,,,福建,晋江,,,
C02297,陈文赛,chen wen sai ,,,,,,福建,南安,,,
C02298,刘育才,liu yu cai ,,,,,,福建,同安,,,
C02299,车德源,che de yuan ,,,,,,福建,思明,,,
C02300,李旺,li wang ,,,,,,广东,番禺,,,
C02301,蒋报策,jiang bao ce ,,,,,,福建,晋江,,,
C02302,曾有来,ceng you lai ,,,,,,福建,思明,,,
C02303,李振华,li zhen hua ,,,,,,福建,闽省,,,
C02304,林文彬,lin wen bin ,,,,,,福建,长泰,,,
C02305,王君文,wang jun1 wen ,,,,,,广东,揭阳,,,
C02306,陈振丰,chen zhen feng ,,,暹罗,通扣,,福建,,,,
C02307,林光前,lin guang qian ,,,,,,福建,长泰,,,
C02308,杨恒足,yang heng zu ,,,,,,福建,三都,,,
C02309,叶金等,ye jin deng ,,,,,,福建,同安,,,
C02310,蔡长水,cai zhang shui ,,,,,,福建,晋江,,,
C02311,杨宇思,yang yu si ,,,,,,福建,南安,,,
C02312,颜种受,yan zhong shou ,,,,,,福建,永春,,,
C02313,蔡长枝,cai zhang zhi ,,,,,,福建,晋江,,,
C02314,林九级,lin jiu ji ,,,,,,福建,同安,,,
C02315,朱荣绰,zhu rong chao ,,,南洋,通扣坡,,福建,漳州,,,
C02316,林闹外,lin nao wai ,,,,,,福建,同安,,,
C02317,钟清风,zhong qing feng ,,,,,,福建,南安,,,
C02318,陈肇丽,chen zhao li ,,,,,,福建,南安,,,
C02319,钟珍豪,zhong zhen hao ,,,,,,广东,,,,
C02320,洪恭井,hong gong jing ,,,,,,福建,南安,,,
C02321,谢其德,xie qi de ,,,暹罗,通扣埠,,福建,三都,,,
C02322,王文礼,wang wen li ,,,,,,福建,海澄,,,
C02323,陈金怀,chen jin huai ,,,,,,福建,金门,,,
C02324,郑有兰,zheng you lan ,,,,,,福建,金门,,,
C02325,吴锡爵,wu xi jue ,,,,,,福建,晋江,,,
C02326,杨兆琰,yang zhao yan ,,,,,,福建,,,,
C02327,曾炎盛,ceng yan sheng ,,,,,,福建,同安,,,
C02328,钟水龙,zhong shui long ,,,,,,福建,安溪,,,
C02329,苏松柏,su song bai ,,,,,,福建,南安,,,
C02330,伍远锄,wu yuan chu ,,,,,,福建,南安,,,
C02331,李俊卿,li jun4 qing ,,,,,,福建,南安,,,
C02332,吴永软,wu yong ruan ,,,,,,福建,安溪,,,
C02333,王家强,wang jia qiang ,,,,,,福建,南安,,,
C02334,符天民,fu tian min ,,,,,,广东,文昌,,,
C02335,朱耀庭,zhu yao ting ,,,,,,广东,台山,,,
C02336,许炳南,xu bing nan ,,,,,,闽惠,安人,,,
C02337,陈妙生,chen miao sheng ,,,,,,福建,思明,,,
C02338,白青云,bai qing yun ,,,,,,福建,安溪,,,
C02339,罗秋文,luo qiu wen ,,,,,,广东,四会,,,
C02340,林水踏,lin shui ta ,,,,,,福建,南安,,,
C02341,陈文于,chen wen yu ,,,,,,福建,同安,,,
C02342,李承训,li cheng xun ,,,,,,广东,文昌,,,
C02343,李养齐,li yang qi ,,,,,,广东,台山,,,
C02344,黄连根,huang lian gen ,,,,,,福建,同安,,,
C02345,洪凤武,hong feng wu ,,,,,,福建,南安,,,
C02346,黄和谋,huang he mou ,,,,,,福建,南安,,,
C02347,高以崇,gao yi chong ,,,,,,福建,同安,,,
C02348,许助火,xu zhu huo ,,,,,,福建,安溪,,,
C02349,蔡长渣,cai zhang zha ,,,,,,福建,晋江,,,
C02350,丘鉴川,qiu jian chuan ,,,,,,福建,海澄,,,
C02351,叶汉水,ye han shui ,,,,,,福建,金门,,,
C02352,王明乾,wang ming qian ,,,,,,闽同,安苏,,,
C02353,陈秋菊,chen qiu ju ,,,,,,福建,南安,,,
C02354,王健神,wang jian shen ,,,,,,广东,台山,,,
C02355,苏如意,su ru yi ,,,,,,福建,晋江,,,
C02356,黄宗志,huang zong zhi ,,,,,,福建,南安,,,
C02357,李丕耀,li pi yao ,,,,,,福建,同安,,,
C02358,江金煌,jiang jin huang ,,,,,,福建,海澄,,,
C02359,陈盛耸,chen sheng song ,,,,,,福建,安溪,,,
C02360,王植碟,wang zhi die ,,,,,,广东,台山,,,
C02361,林妈潘,lin ma pan ,,,,,,广东,湖阳,,,
C02362,戴云辉,dai yun hui ,,,,,,福建,南安,,,
C02363,李照轩,li zhao xuan ,,,,,,广东,梅县,,,
C02364,陈庆嗔,chen qing chen ,,,,,,福建,同安,,,
C02365,林邦金,lin bang jin ,,,,,,福建,永春,,,
C02366,陈水镇,chen shui zhen ,,,印尼,文丁埠,,福建,,,,
C02367,戴寿我,dai shou wo ,,,,,,,,,,
C02368,颜锦华,yan jin hua ,,,,,,福建,海澄,,,
C02369,陈景熏,chen jing xun ,,,,,,广东,台山,,,
C02370,黄成进,huang cheng jin ,,,,,,广东,新会,,,
C02371,曾昭然,ceng zhao ran ,,,,,,广东,蕉岭,,,
C02372,黄木荣,huang mu rong ,,,,,,广东,潮安,,,
C02373,周隆杏,zhou long xing ,,,,,,,,,,
C02374,陈成木,chen cheng mu ,,,,,,福建,同安,,,
C02375,熊举贤,xiong ju xian ,,,,,,广东,梅县,,,
C02376,陈大深,chen da shen ,,,,,,广东,文昌,,,
C02377,潘淑珍,pan shu zhen ,,,,,,福建,南安,,,
C02378,白什引,bai shi yin ,,,,,,福建,安溪,,,
C02379,黄天来,huang tian lai ,,,,,,福建,云霄,,,
C02380,颜庆寅,yan qing yin ,,,,,,福建,海澄,,,
C02381,江晃西,jiang huang xi ,,,,,,福建,诏安,,,
C02382,廖朝江,liao chao jiang ,,,,,,广东,大埔,,,
C02383,王金榜,wang jin bang ,,,,,,福建,安溪,,,
C02384,范生林,fan sheng lin ,,,,,,江苏,川沙,,,
